pdb,name,n_subunit_uniprots,uniprots,c0_invnm,A_foot_nm2,E_curv_kBT,n_chains,contam_flag,resolution,rank,clears_gate,abs_c0,is_original13,rep_uniprot,n_label_go,label_positive
7Y6I,Solute carrier family 12 member 3,1,P55017,0.0050567647151888,25.14458997,0.0257187610342672,2.0,False,2.85,1403,False,0.0050567647151888,False,P55017,0,False
5AEX,AMMONIUM TRANSPORTER MEP2,1,P41948,0.0046483758148062,29.709437569999995,0.0256777453393605,3.0,False,3.2,1404,False,0.0046483758148062,False,P41948,0,False
6NWD,Gll0198 protein,1,Q7NP59,0.0073337413060788,11.676597515,0.025120453455908,2.0,False,2.0,1405,False,0.0073337413060788,False,Q7NP59,0,False
4XE5,Sodium/potassium-transporting ATPase subunit alpha-1,3,"G3MWR4,Q04645,Q08DA1",0.0086039500774332,8.449425375000002,0.0250197479114272,1.0,True,3.901,1406,False,0.0086039500774332,False,G3MWR4,0,False
3HD6,Ammonium transporter Rh type C,1,Q9UBD6,0.0043734174819225,32.63366755,0.0249670798079397,3.0,False,2.1,1407,False,0.0043734174819225,False,Q9UBD6,0,False
7VGR,Membrane protein,1,P0DTC5,0.0102423539771386,5.913916975000001,0.0248161712025341,2.0,False,2.7,1408,False,0.0102423539771386,False,P0DTC5,0,False
7W0P,Apelin receptor early endogenous ligand,1,P0DMC3,0.0111646632869462,4.969367384999999,0.0247772074036454,1.0,False,3.16,1409,False,0.0111646632869462,False,P0DMC3,0,False
2WJR,PROBABLE N-ACETYLNEURAMINIC ACID OUTER MEMBRANE CHANNEL PROTEIN NANC,1,P69856,-0.0116032734145915,4.568943405,0.0246057621520625,1.0,False,1.8,1410,False,0.0116032734145915,False,P69856,0,False
7MDF,Beta-lactamase,1,A0A0H2V8D3,-0.009131397011163,7.355785570000002,0.0245337255355013,2.0,False,2.3,1411,False,0.009131397011163,False,A0A0H2V8D3,0,False
6QZH,"C-C chemokine receptor type 7,Sialidase A,C-C chemokine receptor type 7",1,P32248,0.0112488098369947,4.845177085,0.0245235193718692,1.0,False,2.1,1412,False,0.0112488098369947,False,P32248,0,False
7WAX,lipid II flippase MurJ,1,A0A979HMS2,-0.0065832930255725,14.084922695000005,0.0244174794787488,1.0,False,2.35,1413,False,0.0065832930255725,False,A0A979HMS2,0,False
7EPB,Metabotropic glutamate receptor 2,1,Q14416,-0.0064576378587256,14.563081365,0.0242918527532559,2.0,False,3.1,1414,False,0.0064576378587256,False,Q14416,0,False
7NA8,Growth hormone secretagogue receptor type 1,1,Q92847,0.0109178962264241,5.022309734999999,0.0239464648273972,1.0,False,2.7,1415,False,0.0109178962264241,False,Q92847,0,False
3AYF,Nitric oxide reductase,1,B3Y963,0.006715233370758,13.22148358,0.0238485732010929,1.0,False,2.5,1416,False,0.006715233370758,False,B3Y963,0,False
8C8Q,"Cytochrome c oxidase subunit 9, mitochondrial",12,"G2TRP5,O74471,O74988,O94581,O94705,P07657,P14575,P21534,P79010,Q9P3B2,Q9P4W1,Q9UTF6",0.0072909326715231,11.148712365000002,0.0237055959438631,1.0,True,3.36,1417,False,0.0072909326715231,False,G2TRP5,0,False
7R0W,Cytochrome b6-f complex subunit 7,8,"P26287,P26290,P27589,P72717,P72798,P74149,P74810,Q57038",-0.0138528959034928,3.075199665,0.0236055678146027,2.0,True,2.8,1418,False,0.0138528959034928,False,P26287,0,False
6GUX,Archaerhodopsin-3,1,P96787,0.0117598803770154,4.248889019999999,0.0235039679922155,1.0,False,1.3,1419,False,0.0117598803770154,False,P96787,0,False
3HFX,L-carnitine/gamma-butyrobetaine antiporter,1,P31553,-0.0031683009947351,57.967127405,0.0232752651914645,3.0,False,3.15,1420,False,0.0031683009947351,False,P31553,0,False
7E20,Sodium/potassium-transporting ATPase subunit gamma,3,"P05023,P05026,P54710",0.0085040389087545,7.958784795000001,0.0230227517185443,1.0,True,2.7,1421,False,0.0085040389087545,False,P05023,2,True
4Z7F,Folate ECF transporter,1,Q837A3,0.011709423474981,4.193060449999999,0.0229965210495149,1.0,False,3.194,1422,False,0.011709423474981,False,Q837A3,0,False
6AYF,Mucolipin-3,1,Q8TDD5,0.0036093447037927,44.01383037499999,0.0229353767118485,4.0,False,3.62,1423,False,0.0036093447037927,False,Q8TDD5,0,False
5X33,"LTB4 receptor,Lysozyme,LTB4 receptor",1,A0A097J792,0.010727253198744,4.925814615,0.0226733199934185,1.0,False,3.7,1424,False,0.010727253198744,False,A0A097J792,0,False
7W74,Bacteriorhodopsin-like protein,1,A0A8X6EH36,0.0113329184069614,4.382199334999999,0.0225131178083359,1.0,False,2.84,1425,False,0.0113329184069614,False,A0A8X6EH36,0,False
6KLW,Iota toxin component Ib,1,Q46221,0.0096692925480976,5.961852165,0.0222961868048039,7.0,False,2.9,1426,False,0.0096692925480976,False,Q46221,0,False
7W02,Phospholipid-transporting ATPase ABCA3,1,Q99758,0.0069925746743909,11.390423150000004,0.022277891038249,1.0,False,3.3,1427,False,0.0069925746743909,False,Q99758,0,False
6XIW,Transmembrane protein FAM155A,2,"B1AL88,Q8IZF0",-0.0034256681450522,46.06485295499999,0.0216232146233582,1.0,False,2.8,1428,False,0.0034256681450522,False,B1AL88,0,False
5XAP,Protein translocase subunit SecD,1,Q9RTE3,-0.0073314541623258,10.037871634999997,0.0215815124024375,1.0,False,2.605,1429,False,0.0073314541623258,False,Q9RTE3,0,False
2ERV,hypothetical protein Paer03002360,1,Q9HVD1,-0.0148444880693213,2.4051396850000004,0.021199750297974,1.0,False,2.0,1430,False,0.0148444880693213,False,Q9HVD1,0,False
2HYD,ABC transporter homolog,1,Q99T13,0.0066166194491801,12.064721585000004,0.0211275729500776,2.0,False,3.0,1431,False,0.0066166194491801,False,Q99T13,0,False
6Z34,CymD,1,O33458,-0.0096318621019553,5.656761954999999,0.0209917384777209,1.0,False,2.27,1432,False,0.0096318621019553,False,O33458,0,False
7VMP,Ryanodine receptor 2,1,E9Q401,0.0033044802713005,46.57769904999999,0.0203443748163015,4.0,False,3.5,1433,False,0.0033044802713005,False,E9Q401,0,False
7YAG,Calcium-transporting ATPase type 2C member 1,1,P98194,0.0080157391320339,7.817277229999998,0.0200910509501431,1.0,False,3.1,1434,False,0.0080157391320339,False,P98194,0,False
7JHJ,BILF1,1,Q3KSP2,0.0099029449052907,5.1200523,0.0200845966437921,1.0,False,3.2,1435,False,0.0099029449052907,False,Q3KSP2,0,False
3QLB,Enantio-pyochelin receptor,1,C5I2D9,-0.0058725281722559,14.41049515,0.0198787518653473,1.0,False,3.26,1436,False,0.0058725281722559,False,C5I2D9,0,False
7MET,ATP-dependent lipid A-core flippase,1,A0A0B9X4I2,-0.0076570235494364,8.37672295,0.019645093891273,2.0,False,3.97,1437,False,0.0076570235494364,False,A0A0B9X4I2,0,False
7E9H,Metabotropic glutamate receptor 4,1,Q14833,-0.0058916628869528,14.089184629999998,0.0195623772559445,2.0,False,4.0,1438,False,0.0058916628869528,False,Q14833,0,False
6ZHV,Outer membrane porin F,1,P02931,-0.0037135913246948,34.33707121999999,0.0189413730555344,3.0,False,1.945,1439,False,0.0037135913246948,False,P02931,0,False
6V9V,Transient receptor potential cation channel subfamily A member 1,1,O75762,0.0033321238319654,42.57553896,0.0189087322053092,4.0,False,2.6,1440,False,0.0033321238319654,False,O75762,0,False
5OYK,Gram-negative porin family protein,1,O86021,-0.0072403697231327,8.991614040000002,0.0188546786702347,1.0,False,3.2,1441,False,0.0072403697231327,False,O86021,0,False
6MEO,T-cell surface glycoprotein CD4,2,"P01730,Q70145",0.0096278690342064,5.0483192950000015,0.0187183323762866,1.0,False,3.9,1442,False,0.0096278690342064,False,P01730,1,True
4EPA,Pesticin receptor,1,P46359,-0.0056451380617454,14.423054134999996,0.018385115415135,1.0,False,3.2,1443,False,0.0056451380617454,False,P46359,0,False
2O9G,Aquaporin Z,1,P60844,0.0041315833872792,26.63514514,0.0181864571636319,4.0,False,1.9,1444,False,0.0041315833872792,False,P60844,0,False
4HYJ,Rhodopsin,1,B1YFV8,0.0101693494290979,4.300611305000001,0.0177900236041005,1.0,False,2.3,1445,False,0.0101693494290979,False,B1YFV8,0,False
6KFQ,Rhodopsin,1,Q1AUE6,-0.0096737643039039,4.700689220000002,0.0175959425074139,1.0,False,1.84,1446,False,0.0096737643039039,False,Q1AUE6,0,False
5V8K,proteinsubunit pshX,2,"B0TAT4,Q1MX24",0.0052887887724976,15.502804259999998,0.0173453352920753,1.0,True,2.2,1447,False,0.0052887887724976,False,B0TAT4,0,False
7ZKQ,Tafazzin family protein,1,Q6CBZ7,0.0057112633372579,13.27368515,0.0173187233109764,1.0,True,3.15,1448,False,0.0057112633372579,False,Q6CBZ7,0,False
7O37,Cox7a2l protein,14,"P00397,P00405,P00416,P12787,P17665,P19536,P19783,P43023,P48772,P56391,P56393,Q99KD6,Q9CPQ1,Q9CQB4",0.0064894404408049,10.249852225,0.0172660143372682,1.0,True,3.2,1449,False,0.0064894404408049,False,P00397,1,True
6M1H,Maxadilan,1,P30659,0.0095641665850491,4.708603175,0.0172284555299904,1.0,False,3.6,1450,False,0.0095641665850491,False,P30659,0,False
7TMR,H(+)-transporting two-sector ATPase,7,"P16140,P17255,P22203,P31412,P32610,P41807,P48836",0.0066469157390322,9.52472574,0.0168326625601183,1.0,True,3.5,1451,False,0.0066469157390322,False,P16140,0,False
6V81,Probable TonB-dependent receptor YncD,1,P76115,-0.0054380876854555,14.155754755000002,0.016745010852093,1.0,False,2.957,1452,False,0.0054380876854555,False,P76115,0,False
7YKD,Retinoic acid receptor responder protein 2,2,"Q99788,Q99969",0.0092074313408465,4.901161375000001,0.0166201895175624,1.0,False,2.81,1453,False,0.0092074313408465,False,Q99788,0,False
7Y75,Sodium- and chloride-dependent transporter XTRP3,1,Q9NP91,-0.0140802847968777,2.0905089150000005,0.0165781052946804,2.0,True,3.1,1454,False,0.0140802847968777,False,Q9NP91,0,False
4ZGV,Ferredoxin receptor,1,Q6D8U4,-0.0052122781746083,14.86818242,0.0161574582849182,1.0,False,3.2,1455,False,0.0052122781746083,False,Q6D8U4,0,False
7Z6Q,Cytochrome c,2,"O07091,Q8KAY0",0.0032240197039166,38.85316909000001,0.016154064560905,2.0,True,2.5,1456,False,0.0032240197039166,False,O07091,0,False
3P5N,Riboflavin uptake protein,1,E5QVT2,0.0101620072426241,3.8926341,0.0160791310306292,1.0,False,3.6,1457,False,0.0101620072426241,False,E5QVT2,0,False
6W8C,Potassium channel subfamily K member 2,1,P97438,0.0059006560083146,11.440837175000002,0.0159337643736067,2.0,False,2.6,1458,False,0.0059006560083146,False,P97438,0,False
7NA7,Ghrelin-27,1,Q9UBU3,0.008800903215027,5.105774115,0.0158188926400163,1.0,False,2.7,1459,False,0.008800903215027,False,Q9UBU3,0,False
6ZKF,"Mitochondrial complex I, PDSW subunit",8,"A0A6P3E7B5,A0A6P3E975,A0A6P3EDV0,A0A6P3TFB2,A0A6P7EX23,A0A6P9FRJ5,A0A7M4DUF5,A0A7M4DUG1",-0.003580399489474,30.48987428,0.0156343056454564,1.0,True,2.8,1460,False,0.003580399489474,False,A0A6P3E7B5,0,False
7W7S,Aquaporin 1,1,M1K561,-0.0038802462972894,25.662799895000003,0.0154554841903096,4.0,False,1.9,1461,False,0.0038802462972894,False,M1K561,0,False
3CSL,HasR protein,1,Q79AD2,-0.0051645336508331,14.437076339999996,0.0154028635208721,1.0,False,2.7,1462,False,0.0051645336508331,False,Q79AD2,0,False
2J1N,OUTER MEMBRANE PROTEIN C,1,P06996,-0.0033536054548879,34.22040314000001,0.0153946226353018,3.0,False,2.0,1463,False,0.0033536054548879,False,P06996,1,True
5AX0,Rhodopsin I,1,G3CEP6,-0.0094590494156189,4.207361329999999,0.0150579132548179,1.0,False,1.521,1464,False,0.0094590494156189,False,G3CEP6,0,False
3AM6,rhodopsin-2,1,G1K3Q0,-0.0095083008117807,4.12808476,0.0149284398666773,1.0,False,3.2,1465,False,0.0095083008117807,False,G1K3Q0,0,False
4CU4,FERRICHROME-IRON RECEPTOR,1,P06971,0.0051037390190765,14.10755059,0.0146990248704447,1.0,False,2.3,1466,False,0.0051037390190765,False,P06971,0,False
4N4W,"Cytochrome b(562),Smoothened homolog",1,Q0SXH8,0.0086334463488681,4.889250395000001,0.0145770841157774,1.0,False,2.8,1467,False,0.0086334463488681,False,Q0SXH8,0,False
5YHF,Protein translocase subunit SecDF,1,Q5SKE6,-0.0059415342786943,10.296238705,0.0145390425651742,1.0,False,2.8,1468,False,0.0059415342786943,False,Q5SKE6,0,False
3PGU,Long-chain fatty acid transport protein,1,P10384,-0.0080625678275703,5.564418455000001,0.0144686008609422,1.0,False,1.7,1469,False,0.0080625678275703,False,P10384,0,False
4QL0,Filamentous hemagglutinin transporter protein FhaC,1,P35077,-0.0063470816508108,8.785868865000003,0.0141577056469391,1.0,False,2.5,1470,False,0.0063470816508108,False,P35077,0,False
6BPN,Catecholate siderophore receptor Fiu,1,P75780,0.0050111010853716,13.915858155000002,0.0139777192030873,1.0,False,2.1,1471,False,0.0050111010853716,False,P75780,0,False
6T0B,"Cytochrome c oxidase subunit 4, mitochondrial",14,"P00401,P00410,P00420,P00425,P00427,P04037,P04039,P07255,P10174,P32799,P37299,P53721,Q01519,Q2V2P9",0.0021261705577405,77.222148705,0.0139636216495127,2.0,True,2.8,1472,False,0.0021261705577405,False,P00401,0,False
5LWY,Adiponectin receptor protein 2,1,Q86V24,0.0087189386770229,4.473973135,0.013604438119368,1.0,False,2.4,1473,False,0.0087189386770229,False,Q86V24,0,False
1P4T,outer membrane protein NspA,1,Q9RP17,-0.0115261520133091,2.553362935,0.0135687933137281,1.0,False,2.55,1474,False,0.0115261520133091,False,Q9RP17,0,False
6K6K,Cyanobacterial chloride importer,1,A0A6P3CW42,0.0039932246447751,19.844491400000003,0.0126574858216855,3.0,False,2.197,1475,False,0.0039932246447751,False,A0A6P3CW42,0,False
7UV0,Sodium/iodide cotransporter,1,Q63008,-0.0050360025263803,12.446361739999997,0.0126262472367084,1.0,False,3.1,1476,False,0.0050360025263803,False,Q63008,0,False
7N98,Sodium-dependent lysophosphatidylcholine symporter 1,1,Q9DA75,-0.0055383934317477,9.88211084,0.0121248763727793,1.0,False,3.5,1477,False,0.0055383934317477,False,Q9DA75,0,False
8F7S,deltorphin,1,P21850,-0.0039289341006045,19.49505818,0.0120374366894197,2.0,False,3.0,1478,False,0.0039289341006045,False,P21850,0,False
7RTM,Electroneutral sodium bicarbonate exchanger 1,1,Q6RVG2,-0.0029475097157419,33.58604921499999,0.01167157330404,2.0,False,3.4,1479,False,0.0029475097157419,False,Q6RVG2,0,False
7D14,Solute carrier family 12 member 5,1,Q91V14,0.0032040338811865,28.3175267,0.0116281201296354,2.0,False,3.8,1480,False,0.0032040338811865,False,Q91V14,0,False
4C00,TRANSLOCATION AND ASSEMBLY MODULE TAMA,1,P0ADE4,0.005839199257592,8.438847799999998,0.0115093218867492,1.0,False,2.25,1481,False,0.005839199257592,False,P0ADE4,0,False
2GR7,Adhesin,1,Q48152,0.0083399030003153,4.133539639999998,0.0115001656777127,3.0,False,2.3,1482,False,0.0083399030003153,False,Q48152,0,False
5DL7,Porin,1,A0A0D5YKR4,-0.0051904380052012,10.583239269999996,0.0114047723985898,1.0,False,1.75,1483,False,0.0051904380052012,False,A0A0D5YKR4,0,False
4JR8,Cruxrhodopsin-3,1,P94854,0.0038077746172729,19.604696405,0.0113700554229424,3.0,False,2.3,1484,False,0.0038077746172729,False,P94854,0,False
7BP3,Monocarboxylate transporter 2,1,O60669,-0.0035623638503096,21.66783702,0.0109989721334993,2.0,False,3.8,1485,False,0.0035623638503096,False,O60669,0,False
7KY7,Phospholipid-transporting ATPase DNF2,1,Q12675,-0.0058623720905626,7.97277781,0.0109601478462136,1.0,True,3.08,1486,False,0.0058623720905626,False,Q12675,1,True
5FQ6,PUTATIVE LIPOPROTEIN,3,"Q8A5H5,Q8A5H6,Q8A5H8",0.0027267769809379,35.40525608000001,0.0105299660124781,2.0,False,2.8,1487,False,0.0027267769809379,False,Q8A5H5,0,False
6R3Q,Adenylate cyclase 9,1,E1BM79,0.0051925331645527,9.681638125,0.0104416082487837,1.0,False,3.4,1488,False,0.0051925331645527,False,E1BM79,0,False
7ZK5,ATP-dependent translocase ABCB1,1,P21447,-0.0051855818156121,9.63489703,0.0103633949729754,1.0,False,2.6,1489,False,0.0051855818156121,False,P21447,0,False
7PI5,Photosystem II CP47 reaction center protein,4,"A0A1C8XRP4,A0A7S3QU88,A0A7S3VKF3,D0FY05",0.0015486090331989,107.63863429,0.0103255155865044,4.0,True,2.78,1490,False,0.0015486090331989,False,A0A1C8XRP4,0,False
7PGE,Copper resistance protein B,1,Q47453,0.0075078508867745,4.554873505000001,0.0102699324937903,1.0,False,2.0,1491,False,0.0075078508867745,False,Q47453,0,False
3NE2,Probable aquaporin AqpM,1,O28846,0.0031044598625583,26.490065225,0.010212101376798,4.0,False,3.0,1492,False,0.0031044598625583,False,O28846,0,False
7SL9,Sodium-coupled monocarboxylate transporter 1,1,Q8N695,0.004612461342665,11.823660680000003,0.0100618404779888,1.0,False,3.5,1493,False,0.004612461342665,False,Q8N695,0,False
7Y9B,Membrane protein,1,A3EXD6,-0.0074694162305475,4.4076818300000005,0.0098365669145518,2.0,False,3.214,1494,False,0.0074694162305475,False,A3EXD6,0,False
6WUT,Bac_surface_Ag domain-containing protein,2,"G2Q6R7,G2QFF9",0.0050662958269152,9.522291355,0.0097764806976781,1.0,True,3.0,1495,False,0.0050662958269152,False,G2Q6R7,0,False
6BW6,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,1,Q9H3H5,-0.003767415845071,17.095564764999995,0.0097057827038818,2.0,False,2.95,1496,False,0.003767415845071,False,Q9H3H5,0,False
7XLM,Sulfate transporter,1,P50443,-0.0026492976595097,33.786905684999994,0.0094857117322518,2.0,False,3.73,1497,False,0.0026492976595097,False,P50443,0,False
8FHD,Sodium channel protein type 8 subunit alpha,1,Q9UQD0,0.0022279104311073,47.19764935999998,0.0093707815664539,1.0,True,3.1,1498,False,0.0022279104311073,False,Q9UQD0,0,False
3BRY,TbuX,1,Q9RBW8,-0.0064418631296082,5.60705575,0.0093071743978675,1.0,False,3.2,1499,False,0.0064418631296082,False,Q9RBW8,0,False
7A24,GLDH,1,Q9SU56,0.0042901169920659,12.586733990000004,0.0092664058263832,1.0,True,3.8,1500,False,0.0042901169920659,False,Q9SU56,0,False
6UZB,Calmodulin-sensitive adenylate cyclase,1,P40136,0.0060413564764322,6.335709294999999,0.0092496256919065,7.0,False,3.2,1501,False,0.0060413564764322,False,P40136,0,False
4E1S,Intimin,1,P43261,0.0069944109337341,4.720341629999999,0.0092371014036834,1.0,False,1.855,1502,False,0.0069944109337341,False,P43261,0,False
8EAS,V-type proton ATPase subunit d,10,"P0C5R9,P23968,P25515,P32341,P32366,P32563,P32842,P39111,P53262,Q3E7B6",-0.0049761919372317,9.27688375,0.0091887482321138,1.0,True,2.6,1503,False,0.0049761919372317,False,P0C5R9,1,True
6I96,Metal-pseudopaline receptor CntO,1,Q9I116,0.0040265478896912,14.066883570000003,0.0091227047964673,1.0,False,1.85,1504,False,0.0040265478896912,False,Q9I116,0,False
5I32,Aquaporin TIP2-1,1,Q41951,-0.0029769297088975,25.49413672,0.0090372742601427,4.0,False,1.18,1505,False,0.0029769297088975,False,Q41951,0,False
6VJA,B-lymphocyte antigen CD20,1,P11836,-0.0063058531616778,5.6238189850000015,0.0089449729567254,2.0,False,3.3,1506,False,0.0063058531616778,False,P11836,0,False
5B57,"Putative hemin ABC transport system, membrane protein",2,"B4EKB4,B4EKB5",0.0035520745862562,17.39792865,0.0087805493826689,2.0,False,2.8,1507,False,0.0035520745862562,False,B4EKB4,0,False
7A69,Multidrug resistance protein 1,1,P08183,0.0046626720282598,10.066262685,0.0087538275610558,1.0,False,3.2,1508,False,0.0046626720282598,False,P08183,0,False
7S3D,PsaM,2,"A0A8X6EH18,A0A8X6EH19",0.0010578292855112,191.561433255,0.0085743111865717,6.0,True,2.91,1509,False,0.0010578292855112,False,A0A8X6EH18,0,False
6LAR,ESX-3 secretion system ATPase EccB3,4,"A0QQ39,A0QQ40,A0QQ46,A0QQ48",0.0017089213875215,72.10478342,0.0084230278807185,4.0,True,3.7,1510,False,0.0017089213875215,False,A0QQ39,0,False
3BS0,TodX,1,A5W4F4,-0.0060791769640452,5.6585194800000025,0.0083647386884917,1.0,False,2.6,1511,False,0.0060791769640452,False,A5W4F4,0,False
5AZD,Bacteriorhodopsin,1,H9ZSC3,-0.0026658815498589,29.154884984999995,0.0082880625833368,4.0,False,2.8,1512,False,0.0026658815498589,False,H9ZSC3,0,False
7DRJ,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,1,P63756,-0.0047062012732333,9.30419054,0.008242891456379,2.0,False,2.5,1513,False,0.0047062012732333,False,P63756,0,False
5GUP,"Cytochrome c oxidase subunit 5A, mitochondrial",13,"A0A4X1UIV8,A0A4X1UYT9,A0A4X1VBN1,F1RNZ1,F1RRC9,F1S3W0,F1SDI2,F1SJ34,F1SKM0,F1SL07,G8IFA6,Q1HBG9,Q2EN79",-0.0016333718682521,76.51890468500001,0.008165802634724,3.0,True,4.0,1514,False,0.0016333718682521,False,A0A4X1UIV8,0,False
7PIW,Photosystem II reaction center protein H,3,"D0FXW2,D0FXW8,D0FY02",0.0028668995481047,24.7394117,0.0081334408313585,3.0,True,4.0,1515,False,0.0028668995481047,False,D0FXW2,0,False
3HB3,Cytochrome c oxidase subunit 1-beta,3,"P08306,P18525,P98002",0.0043576686914408,10.582538670000002,0.0080381900830457,1.0,True,2.25,1516,False,0.0043576686914408,False,P08306,0,False
6COY,Chloride channel protein 1,1,P35523,-0.0027781336134798,24.949002405,0.0077022823430168,2.0,False,3.36,1517,False,0.0027781336134798,False,P35523,0,False
8BPX,NADH-ubiquinone oxidoreductase chain 1,49,"F4JWS8,O05000,O22769,O48528,O64725,O80800,P29388,P42792,P53665,P60497,P92533,P92558,P93313,Q04614,Q0WWE3,Q42290,Q42577,Q42599,Q8LDK3,Q8RWA7,Q8VZ65,Q8VZT9,Q945M1,Q94C12,Q94JS0,Q94K78,Q95748,Q9C6B3,Q9C9Z5,Q9FGI6,Q9FGK0,Q9FIJ2,Q9FJW4,Q9FKS5,Q9FLX7,Q9FNN5,Q9FWR5,Q9LHI0,Q9LXJ2,Q9LZI6,Q9M9M6,Q9M9M9,Q9SG91,Q9SIQ8,Q9SK66,Q9SKC9,Q9SMN1,Q9ZU25,Q9ZUX4",0.0023582260887214,34.136401245,0.0075936155377027,1.0,True,2.09,1518,False,0.0023582260887214,False,F4JWS8,0,False
7VNP,"Potassium voltage-gated channel subfamily KQT member 4,Maltodextrin-binding protein",1,P56696,0.001974216439157,48.2911221,0.0075286449445098,4.0,False,2.79,1519,False,0.001974216439157,False,P56696,0,False
1UAZ,archaerhodopsin-1,1,P69051,-0.0068121241308097,4.050141139999999,0.0075178776823832,1.0,False,3.4,1520,False,0.0068121241308097,False,P69051,0,False
7V5C,ABC-type oligopeptide transporter ABCB9,1,Q9JJ59,-0.0041596080129441,10.77244551,0.0074555400859414,2.0,False,3.2,1521,False,0.0041596080129441,False,Q9JJ59,0,False
7A0W,Na(+)/H(+) antiporter NhaA,1,Q8ZRZ3,0.0026694565373615,26.085606555,0.0074354394193467,2.0,False,2.04,1522,False,0.0026694565373615,False,Q8ZRZ3,0,False
7JRP,Cytochrome c oxidase subunit 2,6,"A0A1S3TNX9,A0A1S3TUX2,A0A1S3TZB2,A0A1S3UMA0,A0A1S3V319,A0A1S3V7C2",-0.0041199470597608,10.548444474999998,0.0071619565761477,1.0,True,3.8,1523,False,0.0041199470597608,False,A0A1S3TNX9,0,False
7DGE,Metabotropic glutamate receptor 1,1,Q13255,0.0031219101819106,18.361517075,0.0071582911823984,2.0,False,3.65,1524,False,0.0031219101819106,False,Q13255,0,False
7TD4,Guanine nucleotide-binding protein G(i) subunit alpha-1,2,"P10824,P21453",0.006152902957786,4.67421725,0.0070783008283775,1.0,False,2.6,1525,False,0.006152902957786,False,P10824,0,False
6ROJ,"Probable phospholipid-transporting ATPase DRS2,Oxaloacetate decarboxylase alpha chain",1,P13187,-0.0043884166438632,8.875390175,0.0068369617899855,1.0,True,2.9,1526,False,0.0043884166438632,False,P13187,0,False
5CKR,Phospho-N-acetylmuramoyl-pentapeptide-transferase,1,O66465,-0.003227805914961,16.22780898,0.0067629270752854,2.0,False,2.95,1527,False,0.003227805914961,False,O66465,0,False
7ZGY,S-layer protein SlpA,1,Q9RRB6,0.0011684266644188,121.69299605500004,0.0066455127184922,3.0,False,2.54,1528,False,0.0011684266644188,False,Q9RRB6,0,False
2X2V,ATP SYNTHASE SUBUNIT C,1,P22483,0.0028327244065749,20.341277115000004,0.0065290028253129,13.0,False,2.5,1529,False,0.0028327244065749,False,P22483,0,False
7W6K,GmALMT12/QUAC1,1,I1J9K0,-0.0039065893686892,10.684985535000004,0.0065227308375309,2.0,False,3.5,1530,False,0.0039065893686892,False,I1J9K0,0,False
2F1V,Outer membrane protein W,1,P0A915,-0.0086176724879684,2.121260655,0.0063013557339097,1.0,False,2.7,1531,False,0.0086176724879684,False,P0A915,0,False
5D0Y,Conserved hypothetical membrane protein,1,Q1G930,0.0062689865039425,3.970717075,0.0062419977031151,1.0,False,3.014,1532,False,0.0062689865039425,False,Q1G930,0,False
2B6O,Lens fiber major intrinsic protein,1,Q6J8I9,0.0023947775895295,26.678485915,0.0061200016667168,4.0,False,1.9,1533,False,0.0023947775895295,False,Q6J8I9,0,False
8B43,Metal-pseudopaline receptor CntO,1,A0A0C7CQY7,-0.003299912693919,14.03672629,0.0061140744464312,1.0,False,2.49,1534,False,0.003299912693919,False,A0A0C7CQY7,0,False
5LXG,Adiponectin receptor protein 1,1,Q96A54,-0.0054305883968625,5.114105894999999,0.0060328632703679,1.0,False,2.73,1535,False,0.0054305883968625,False,Q96A54,0,False
5OGL,Undecaprenyl-diphosphooligosaccharide--protein glycotransferase,1,B9KDD4,-0.0036298450879079,11.039684820000002,0.0058182562903163,1.0,False,2.7,1536,False,0.0036298450879079,False,B9KDD4,0,False
4YZI,"Sensory opsin A,Archaeal-type opsin 2",1,Q8L435,0.0033894587011645,12.395116255000003,0.0056960171597434,2.0,False,2.5,1537,False,0.0033894587011645,False,Q8L435,0,False
8FD7,Voltage-dependent L-type calcium channel subunit alpha-1C,1,Q13936,-0.0016683652155758,49.90667698999998,0.0055564946158239,1.0,False,3.1,1538,False,0.0016683652155758,False,Q13936,0,False
6KKT,Solute carrier family 12 member 4,1,Q9UP95,0.0024855149469992,22.435745735,0.0055441281363527,2.0,False,2.9,1539,False,0.0024855149469992,False,Q9UP95,0,False
4D5B,CYMA,1,Q48391,-0.0047092382862544,6.16878772,0.0054721897627065,1.0,False,1.702,1540,False,0.0047092382862544,False,Q48391,0,False
3QQ2,BrkA autotransporter,1,Q45340,0.0054860364297423,4.528110935,0.00545122896535,1.0,False,3.0,1541,False,0.0054860364297423,False,Q45340,0,False
6TBU,Protein dispatched,1,Q9VNJ5,-0.0037523609904957,9.673608745,0.0054482588654889,1.0,False,3.16,1542,False,0.0037523609904957,False,Q9VNJ5,0,False
4C7R,GLYCINE BETAINE TRANSPORTER BETP,1,P54582,0.0015794710848198,54.146492750000014,0.0054032328287369,3.0,False,2.7,1543,False,0.0015794710848198,False,P54582,0,False
7ZJD,"Transient receptor potential cation channel subfamily V member 2,Enhanced green fluorescent protein",1,Q9WUD2,0.0016774150455783,46.70182005500001,0.0052562361123235,4.0,False,2.94,1544,False,0.0016774150455783,False,Q9WUD2,0,False
